SDS 2.3 RQ Results	1.2
Filename	154A.sdm
Assay Type	RQ Study
EmbeddedFile	CNMP-154-A
Run DateTime	Sun Jul 25 18:00:19 GMT 2010
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	CNMP-154-A	Endogenous Control	22.488					false	0/4	false				
2	Analyzed	RNU44-4373384	CNMP-154-A	Target	26.800	4.313		0.000	1.000	false	0/1	false				
3	Analyzed	RNU48-4373383	CNMP-154-A	Target	25.783	3.295		0.000	1.000	false	0/1	false				
4	Analyzed	ath-miR159a-4373390	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
5	Analyzed	has-miR-155-4395459	CNMP-154-A	Target	27.174	4.686		0.000	1.000	false	0/1	false				
6	Analyzed	hsa-let-7a-4373169	CNMP-154-A	Target	29.059	6.572		0.000	1.000	false	0/1	false				
7	Analyzed	hsa-let-7b-4395446	CNMP-154-A	Target	25.464	2.976		0.000	1.000	false	0/1	false				
8	Analyzed	hsa-let-7c-4373167	CNMP-154-A	Target	29.264	6.776		0.000	1.000	false	0/1	false				
9	Analyzed	hsa-let-7d-4395394	CNMP-154-A	Target	27.904	5.416		0.000	1.000	false	0/1	false				
10	Analyzed	hsa-let-7e-4395517	CNMP-154-A	Target	25.768	3.280		0.000	1.000	false	0/1	false				
11	Analyzed	hsa-let-7f-4373164	CNMP-154-A	Target	32.411	9.923		0.000	1.000	false	0/1	false				
12	Analyzed	hsa-let-7g-4395393	CNMP-154-A	Target	27.905	5.417		0.000	1.000	false	0/1	false				
13	Analyzed	hsa-miR-1-4395333	CNMP-154-A	Target	33.643	11.155		0.000	1.000	false	0/1	false				
14	Analyzed	hsa-miR-100-4373160	CNMP-154-A	Target	27.603	5.115		0.000	1.000	false	0/1	false				
15	Analyzed	hsa-miR-101-4395364	CNMP-154-A	Target	33.901	11.413		0.000	1.000	false	0/1	false				
16	Analyzed	hsa-miR-103-4373158	CNMP-154-A	Target	29.399	6.912		0.000	1.000	false	0/1	false				
17	Analyzed	hsa-miR-105-4395278	CNMP-154-A	Target	36.089	13.601		0.000	1.000	false	0/1	false				
18	Analyzed	hsa-miR-106a-4395280	CNMP-154-A	Target	23.797	1.309		0.000	1.000	false	0/1	false				
19	Analyzed	hsa-miR-106b-4373155	CNMP-154-A	Target	28.645	6.157		0.000	1.000	false	0/1	false				
20	Analyzed	hsa-miR-107-4373154	CNMP-154-A	Target	36.575	14.087		0.000	1.000	false	0/1	false				
21	Analyzed	hsa-miR-10a-4373153	CNMP-154-A	Target	28.837	6.349		0.000	1.000	false	0/1	false				
22	Analyzed	hsa-miR-10b-4395329	CNMP-154-A	Target	36.774	14.286		0.000	1.000	false	0/1	false				
23	Analyzed	hsa-miR-122-4395356	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
24	Analyzed	hsa-miR-124-4373295	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
25	Analyzed	hsa-miR-125a-3p-4395310	CNMP-154-A	Target	35.233	12.745		0.000	1.000	false	0/1	false				
26	Analyzed	hsa-miR-125a-5p-4395309	CNMP-154-A	Target	28.006	5.518		0.000	1.000	false	0/1	false				
27	Analyzed	hsa-miR-125b-4373148	CNMP-154-A	Target	27.940	5.452		0.000	1.000	false	0/1	false				
28	Analyzed	hsa-miR-126-4395339	CNMP-154-A	Target	23.359	0.871		0.000	1.000	false	0/1	false				
29	Analyzed	hsa-miR-127-3p-4373147	CNMP-154-A	Target	29.707	7.219		0.000	1.000	false	0/1	false				
30	Analyzed	hsa-miR-127-5p-4395340	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
31	Analyzed	hsa-miR-128-4395327	CNMP-154-A	Target	33.318	10.830		0.000	1.000	false	0/1	false				
32	Analyzed	hsa-miR-129-3p-4373297	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
33	Analyzed	hsa-miR-129-5p-4373171	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
34	Analyzed	hsa-miR-130a-4373145	CNMP-154-A	Target	29.467	6.979		0.000	1.000	false	0/1	false				
35	Analyzed	hsa-miR-130b-4373144	CNMP-154-A	Target	30.874	8.386		0.000	1.000	false	0/1	false				
36	Analyzed	hsa-miR-132-4373143	CNMP-154-A	Target	27.655	5.167		0.000	1.000	false	0/1	false				
37	Analyzed	hsa-miR-133a-4395357	CNMP-154-A	Target	31.065	8.578		0.000	1.000	false	0/1	false				
38	Analyzed	hsa-miR-133b-4395358	CNMP-154-A	Target	33.710	11.222		0.000	1.000	false	0/1	false				
39	Analyzed	hsa-miR-134-4373299	CNMP-154-A	Target	32.618	10.130		0.000	1.000	false	0/1	false				
40	Analyzed	hsa-miR-135a-4373140	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
41	Analyzed	hsa-miR-135b-4395372	CNMP-154-A	Target	29.232	6.744		0.000	1.000	false	0/1	false				
42	Analyzed	hsa-miR-136-4373173	CNMP-154-A	Target	39.496	17.008		0.000	1.000	false	0/1	false				
43	Analyzed	hsa-miR-137-4373301	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
44	Analyzed	hsa-miR-138-4395395	CNMP-154-A	Target	30.317	7.829		0.000	1.000	false	0/1	false				
45	Analyzed	hsa-miR-139-3p-4395424	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
46	Analyzed	hsa-miR-139-5p-4395400	CNMP-154-A	Target	29.986	7.498		0.000	1.000	false	0/1	false				
47	Analyzed	hsa-miR-140-3p-4395345	CNMP-154-A	Target	31.057	8.569		0.000	1.000	false	0/1	false				
48	Analyzed	hsa-miR-140-5p-4373374	CNMP-154-A	Target	28.128	5.640		0.000	1.000	false	0/1	false				
49	Analyzed	hsa-miR-141-4373137	CNMP-154-A	Target	27.674	5.186		0.000	1.000	false	0/1	false				
50	Analyzed	hsa-miR-142-3p-4373136	CNMP-154-A	Target	30.177	7.689		0.000	1.000	false	0/1	false				
51	Analyzed	hsa-miR-142-5p-4395359	CNMP-154-A	Target	36.660	14.172		0.000	1.000	false	0/1	false				
52	Analyzed	hsa-miR-143-4395360	CNMP-154-A	Target	27.095	4.607		0.000	1.000	false	0/1	false				
53	Analyzed	hsa-miR-145-4395389	CNMP-154-A	Target	24.734	2.246		0.000	1.000	false	0/1	false				
54	Analyzed	hsa-miR-146a-4373132	CNMP-154-A	Target	25.997	3.509		0.000	1.000	false	0/1	false				
55	Analyzed	hsa-miR-146b-3p-4395472	CNMP-154-A	Target	36.203	13.715		0.000	1.000	false	0/1	false				
56	Analyzed	hsa-miR-146b-5p-4373178	CNMP-154-A	Target	25.500	3.013		0.000	1.000	false	0/1	false				
57	Analyzed	hsa-miR-147-4373131	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
58	Analyzed	hsa-miR-147b-4395373	CNMP-154-A	Target	35.058	12.570		0.000	1.000	false	0/1	false				
59	Analyzed	hsa-miR-148a-4373130	CNMP-154-A	Target	31.629	9.141		0.000	1.000	false	0/1	false				
60	Analyzed	hsa-miR-148b-4373129	CNMP-154-A	Target	34.098	11.611		0.000	1.000	false	0/1	false				
61	Analyzed	hsa-miR-149-4395366	CNMP-154-A	Target	28.482	5.994		0.000	1.000	false	0/1	false				
62	Analyzed	hsa-miR-150-4373127	CNMP-154-A	Target	25.765	3.277		0.000	1.000	false	0/1	false				
63	Analyzed	hsa-miR-152-4395170	CNMP-154-A	Target	29.046	6.559		0.000	1.000	false	0/1	false				
64	Analyzed	hsa-miR-153-4373305	CNMP-154-A	Target	34.773	12.285		0.000	1.000	false	0/1	false				
65	Analyzed	hsa-miR-154-4373270	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
66	Analyzed	hsa-miR-15a-4373123	CNMP-154-A	Target	33.341	10.853		0.000	1.000	false	0/1	false				
67	Analyzed	hsa-miR-15b-4373122	CNMP-154-A	Target	29.224	6.736		0.000	1.000	false	0/1	false				
68	Analyzed	hsa-miR-16-4373121	CNMP-154-A	Target	24.034	1.546		0.000	1.000	false	0/1	false				
69	Analyzed	hsa-miR-17-4395419	CNMP-154-A	Target	23.593	1.105		0.000	1.000	false	0/1	false				
70	Analyzed	hsa-miR-181a-4373117	CNMP-154-A	Target	29.972	7.484		0.000	1.000	false	0/1	false				
71	Analyzed	hsa-miR-181c-4373115	CNMP-154-A	Target	38.034	15.546		0.000	1.000	false	0/1	false				
72	Analyzed	hsa-miR-182-4395445	CNMP-154-A	Target	32.982	10.494		0.000	1.000	false	0/1	false				
73	Analyzed	hsa-miR-183-4395380	CNMP-154-A	Target	34.628	12.140		0.000	1.000	false	0/1	false				
74	Analyzed	hsa-miR-184-4373113	CNMP-154-A	Target	33.545	11.057		0.000	1.000	false	0/1	false				
75	Analyzed	hsa-miR-185-4395382	CNMP-154-A	Target	32.098	9.611		0.000	1.000	false	0/1	false				
76	Analyzed	hsa-miR-186-4395396	CNMP-154-A	Target	27.826	5.339		0.000	1.000	false	0/1	false				
77	Analyzed	hsa-miR-187-4373307	CNMP-154-A	Target	33.125	10.637		0.000	1.000	false	0/1	false				
78	Analyzed	hsa-miR-188-3p-4395217	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
79	Analyzed	hsa-miR-18a-4395533	CNMP-154-A	Target	31.932	9.444		0.000	1.000	false	0/1	false				
80	Analyzed	hsa-miR-18b-4395328	CNMP-154-A	Target	40.000	17.512				false	0/1	false				
81	Analyzed	hsa-miR-190-4373110	CNMP-154-A	Target	38.613	16.126		0.000	1.000	false	0/1	false				
82	Analyzed	hsa-miR-191-4395410	CNMP-154-A	Target	24.861	2.373		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	CNMP-154-A	Target	32.162	9.674		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	CNMP-154-A	Target	31.977	9.490		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	CNMP-154-A	Target	33.761	11.273		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	CNMP-154-A	Target	25.976	3.488		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	CNMP-154-A	Target	35.163	12.676		0.000	1.000	false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	CNMP-154-A	Target	28.036	5.548		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	CNMP-154-A	Target	29.501	7.013		0.000	1.000	false	0/1	false				
